,name,state,level4,level3,level2,level1,Molecular Weight,logP,Water Solubility,logS,Bioavailability,pKa (strongest acidic),Refractivity,Number of Rings,H Bond Donor Count,Rotatable Bond Count,Polar Surface Area (PSA),pKa (strongest basic),Ghose Filter,Monoisotopic Weight,MDDR-Like Rule,Polarizability,H Bond Acceptor Count,Physiological Charge,Rule of Five
264,Olmesartan,solid,C09DA,C09D,C09,C,446.5016,2.16,0.0105,-4.6,1.0,0.89,137.32,4.0,3.0,8.0,129.81,5.33,0.0,446.206638728,1.0,47.52,7.0,-2.0,1.0
265,Amsacrine,solid,L01XX,L01X,L01,L,393.459,3.16,0.00317,-5.1,1.0,10.82,107.69,4.0,2.0,4.0,80.32,8.44,1.0,393.114712179,0.0,41.65,5.0,1.0,1.0
266,Theophylline,solid,R03DA,R03D,R03,R,180.164,-0.77,22.9,-0.9,1.0,7.82,44.93,2.0,1.0,0.0,69.3,-0.78,0.0,180.06472552,0.0,16.86,3.0,0.0,1.0
267,Argatroban,solid,B01AE,B01A,B01,B,508.64,-0.92,0.168,-3.5,0.0,3.06,143.83,3.0,6.0,8.0,177.71,11.8,0.0,508.246789457,1.0,53.77,9.0,0.0,0.0
268,Liothyronine,solid,H03AA,H03A,H03,H,650.9735,2.8,0.0195,-4.5,1.0,0.3,113.43,2.0,3.0,5.0,92.78,9.48,0.0,650.790038137,0.0,43.92,4.0,0.0,0.0
269,Disopyramide,solid,C01BA,C01B,C01,C,339.4745,3.47,0.0493,-3.8,1.0,16.19,102.3,2.0,1.0,8.0,59.22,10.42,1.0,339.231062565,0.0,38.82,3.0,1.0,1.0
270,Lidocaine,solid,S01HA,S01H,S01,S,234.3373,2.84,0.593,-2.6,1.0,13.78,73.93,1.0,1.0,5.0,32.34,7.75,1.0,234.173213336,0.0,27.77,2.0,1.0,1.0
271,Pamidronic acid,solid,M05BA,M05B,M05,M,235.0695,-4.5,15.8,-1.2,1.0,0.67,42.62,0.0,6.0,4.0,161.31,9.86,0.0,235.001074735,0.0,17.34,8.0,-2.0,0.0
272,Clemastine,solid,D04AA,D04A,D04,D,343.89,4.92,0.000405,-5.9,1.0,,101.65,3.0,0.0,6.0,12.47,9.55,1.0,343.170292166,1.0,39.06,2.0,1.0,1.0
273,Acarbose,solid,A10BD,A10B,A10,A,645.608,-8.3,108.0,-0.78,0.0,11.83,139.02,3.0,14.0,13.0,329.01,7.03,0.0,645.248013549,1.0,60.87,19.0,1.0,0.0
274,Venlafaxine,solid,N06AX,N06A,N06,N,277.4018,2.74,0.23,-3.1,1.0,14.42,83.02,2.0,1.0,5.0,32.7,8.91,1.0,277.204179113,0.0,32.33,3.0,1.0,1.0
276,Travoprost,liquid,S01EE,S01E,S01,S,500.5477,3.84,0.00759,-4.8,0.0,13.95,127.86,2.0,3.0,14.0,96.22,-2.9,0.0,500.238573467,0.0,50.93,5.0,0.0,0.0
277,Amcinonide,solid,D07AC,D07A,D07,D,502.5717,3.2,0.00774,-4.8,1.0,13.63,127.88,6.0,1.0,4.0,99.13,-3.4,0.0,502.236681679,0.0,52.38,6.0,0.0,0.0
278,Atomoxetine,solid,N06BA,N06B,N06,N,255.3547,3.81,0.0039,-4.8,1.0,,79.44,2.0,1.0,6.0,21.26,9.8,1.0,255.162314299,0.0,29.75,2.0,1.0,1.0
279,Bleomycin,solid,L01DC,L01D,L01,L,1415.552,-9.3,0.0277,-4.7,0.0,11.39,343.83,6.0,20.0,36.0,627.07,7.65,0.0,1414.518979905,1.0,139.19,28.0,2.0,0.0
280,Chlorambucil,solid,L01AA,L01A,L01,L,304.212,3.94,0.0773,-3.6,1.0,4.46,79.68,1.0,1.0,9.0,40.54,1.72,1.0,303.079284271,0.0,31.98,3.0,-1.0,1.0
281,Etomidate,solid,N01AX,N01A,N01,N,244.289,2.5,0.477,-2.7,1.0,,69.59,2.0,0.0,5.0,44.12,4.25,1.0,244.121177766,0.0,26.43,2.0,0.0,1.0
282,Raltitrexed,solid,L01BA,L01B,L01,L,458.488,1.97,0.0181,-4.4,1.0,3.72,117.39,3.0,4.0,9.0,148.4,1.24,1.0,458.126005146,1.0,45.55,9.0,-2.0,1.0
283,Etonogestrel,solid,G03AC,G03A,G03,G,324.4565,3.6,0.00737,-4.6,1.0,17.99,96.35,4.0,1.0,1.0,37.3,-1.5,1.0,324.20893014,0.0,37.83,2.0,0.0,1.0
284,Morphine,solid,A07DA,A07D,A07,A,285.3377,0.9,10.2,-1.4,1.0,10.26,80.12,5.0,2.0,0.0,52.93,9.12,1.0,285.136493479,0.0,29.94,4.0,1.0,1.0
285,Ropivacaine,solid,N01BB,N01B,N01,N,274.4011,4.07,53.8,,1.0,13.62,85.59,2.0,1.0,4.0,32.34,7.82,1.0,274.204513464,0.0,32.67,2.0,1.0,1.0
286,Bupivacaine,solid,N01BB,N01B,N01,N,288.4277,4.52,0.0977,-3.5,1.0,13.62,90.19,2.0,1.0,5.0,32.34,8.0,1.0,288.220163528,0.0,34.2,2.0,1.0,1.0
287,Dapiprazole,solid,S01EX,S01E,S01,S,325.4512,2.42,0.751,-2.6,1.0,,100.22,4.0,0.0,4.0,37.19,7.64,1.0,325.226645889,0.0,38.23,4.0,1.0,1.0
288,Penciclovir,solid,D06BB,D06B,D06,D,253.2578,-1.5,7.45,-1.5,1.0,12.0,64.59,2.0,4.0,5.0,125.76,2.88,0.0,253.117489371,0.0,25.11,7.0,0.0,1.0
289,Tenofovir disoproxil,solid,J05AR,J05A,J05,J,519.448,2.65,0.712,-2.9,0.0,18.59,118.59,2.0,1.0,17.0,185.44,4.13,0.0,519.173029184,0.0,49.18,10.0,0.0,0.0
290,Flucloxacillin,solid,J01CR,J01C,J01,J,453.872,2.44,0.0545,-3.9,1.0,3.75,106.85,4.0,2.0,3.0,112.74,-0.93,1.0,453.056147271,0.0,41.69,5.0,-1.0,1.0
291,Tranexamic acid,solid,B02AA,B02A,B02,B,157.2102,-1.6,18.2,-0.94,1.0,4.56,41.9,1.0,2.0,2.0,63.32,10.22,0.0,157.110278729,0.0,17.28,3.0,0.0,1.0
292,Ertapenem,solid,J01DH,J01D,J01,J,475.515,-3.2,0.286,-3.2,1.0,3.22,121.8,4.0,5.0,7.0,156.27,9.03,0.0,475.141320859,1.0,48.77,8.0,-1.0,1.0
293,Desogestrel,solid,G03AC,G03A,G03,G,310.473,4.42,0.00301,-5.0,1.0,17.99,95.73,4.0,1.0,1.0,20.23,-1.5,1.0,310.229665582,0.0,37.51,1.0,0.0,1.0
294,Mitomycin,solid,L01DC,L01D,L01,L,334.3272,-1.0,10.1,-1.5,1.0,14.97,83.27,4.0,3.0,4.0,146.89,5.76,0.0,334.127719706,0.0,32.77,7.0,0.0,1.0
295,Talbutal,solid,N05CA,N05C,N05,N,224.2563,1.59,2.46,-2.0,1.0,7.48,58.05,1.0,2.0,4.0,75.27,,1.0,224.116092388,0.0,22.48,3.0,0.0,1.0
296,Bexarotene,solid,L01XF,L01X,L01,L,348.4779,6.94,0.000149,-6.4,1.0,4.07,117.12,3.0,1.0,3.0,37.3,,0.0,348.20893014,0.0,41.06,2.0,-1.0,0.0
297,Ibutilide,solid,C01BD,C01B,C01,C,384.576,2.54,0.00473,-4.9,1.0,9.72,109.18,1.0,2.0,13.0,69.64,10.4,1.0,384.244663718,0.0,46.45,4.0,1.0,1.0
298,Vindesine,solid,L01CA,L01C,L01,L,753.941,2.79,0.07,-4.0,1.0,11.34,210.32,9.0,5.0,7.0,164.82,8.68,0.0,753.410149131,1.0,81.39,9.0,2.0,0.0
299,Chlorthalidone,solid,G01AE,G01A,G01,G,338.766,1.6,0.0528,-3.8,1.0,8.76,81.3,3.0,3.0,2.0,109.49,-2.6,1.0,338.012805247,0.0,31.29,4.0,0.0,1.0
301,Pentobarbital,solid,N05CB,N05C,N05,N,226.2722,1.89,0.864,-2.4,1.0,7.48,58.0,1.0,2.0,4.0,75.27,,1.0,226.131742452,0.0,23.41,3.0,0.0,1.0
302,Valproic acid,solid,N03AG,N03A,N03,N,144.2114,2.8,2.36,-1.8,1.0,5.14,40.25,0.0,1.0,5.0,37.3,,0.0,144.115029756,0.0,17.0,2.0,-1.0,1.0
303,Capreomycin,solid,J04AB,J04A,J04,J,1321.4123,-11.0,1.48,-2.6,0.0,10.62,162.2,4.0,14.0,19.0,378.42,10.3,0.0,1320.698394286,1.0,65.97,14.0,3.0,0.0
304,Zolmitriptan,solid,N02CC,N02C,N02,N,287.3568,2.04,0.19,-3.2,1.0,13.0,82.44,3.0,2.0,5.0,57.36,9.55,1.0,287.163376931,0.0,31.65,2.0,1.0,1.0
305,Acetaminophen,solid,N02BE,N02B,N02,N,151.1626,0.91,4.15,-1.6,1.0,9.46,42.9,1.0,2.0,1.0,49.33,-4.4,0.0,151.063328537,0.0,15.52,2.0,0.0,1.0
306,Gefitinib,solid,L01EB,L01E,L01,L,446.902,3.75,0.027,-4.2,1.0,16.11,117.51,4.0,1.0,8.0,68.74,6.85,1.0,446.152096566,1.0,46.11,7.0,0.0,1.0
307,Codeine,solid,N02AA,N02A,N02,N,299.3642,1.34,0.577,-2.7,1.0,13.78,84.6,5.0,1.0,1.0,41.93,9.19,1.0,299.152143543,0.0,31.95,4.0,1.0,1.0
308,Piperacillin,solid,J01CR,J01C,J01,J,517.555,-0.26,0.119,-3.6,1.0,3.49,126.3,4.0,3.0,6.0,156.43,-4.3,0.0,517.163118933,1.0,51.77,7.0,-1.0,0.0
309,Dihydroergotamine,solid,N02CA,N02C,N02,N,583.6774,2.71,0.229,-3.4,1.0,9.71,159.39,8.0,3.0,4.0,118.21,8.39,0.0,583.279469319,0.0,63.55,6.0,1.0,0.0
310,Amitriptyline,solid,N06AA,N06A,N06,N,277.4033,4.81,0.0045,-4.8,1.0,,101.51,3.0,0.0,3.0,3.24,9.76,1.0,277.183049741,0.0,33.74,1.0,1.0,1.0
311,Floxuridine,solid,L01BC,L01B,L01,L,246.1924,-1.3,40.8,-0.78,1.0,8.08,51.26,2.0,3.0,2.0,99.1,-3.0,0.0,246.065199677,0.0,20.95,5.0,0.0,1.0
312,Tolcapone,solid,N04BX,N04B,N04,N,273.2408,3.28,0.0569,-3.7,1.0,5.59,71.96,2.0,2.0,3.0,100.67,-6.5,1.0,273.063722467,0.0,26.89,5.0,-1.0,1.0
313,Fluorometholone,solid,D07XB,D07X,D07,D,376.4617,2.42,0.0166,-4.4,1.0,12.65,100.87,4.0,2.0,1.0,74.6,-3.4,1.0,376.204987621,0.0,39.94,4.0,0.0,1.0
315,Calcium glucoheptonate,solid,A12AA,A12A,A12,A,490.425,-4.0,39.8,-1.1,0.0,3.38,55.07,0.0,6.0,12.0,161.51,-3.0,0.0,490.084675939,0.0,19.34,8.0,-1.0,0.0
316,Hydromorphone,solid,N02AA,N02A,N02,N,285.3377,1.47,4.39,-1.8,1.0,10.17,78.26,5.0,1.0,0.0,49.77,9.08,1.0,285.136493479,0.0,30.02,4.0,1.0,1.0
317,Indomethacin,solid,S01CC,S01C,S01,S,357.788,3.53,0.0024,-5.2,1.0,3.79,94.81,3.0,1.0,4.0,68.53,-2.9,1.0,357.076785712,0.0,36.64,4.0,-1.0,1.0
318,Ethambutol,solid,J04AK,J04A,J04,J,204.3098,-0.059,1000.0,,1.0,14.82,57.89,0.0,4.0,9.0,64.52,9.55,1.0,204.183778022,0.0,24.47,4.0,1.0,1.0
319,Metformin,solid,A10BD,A10B,A10,A,129.1636,-0.92,1.38,-2.0,1.0,,56.64,0.0,4.0,0.0,88.99,12.33,0.0,129.101445377,0.0,13.43,5.0,2.0,1.0
320,Ipratropium,solid,R03BB,R03B,R03,R,332.463,-1.8,0.00122,-5.5,1.0,15.15,105.9,3.0,1.0,6.0,46.53,-2.7,0.0,332.22202025,1.0,37.57,2.0,1.0,1.0
321,Methadone,solid,N07BC,N07B,N07,N,309.4452,5.01,0.0059,-4.7,1.0,19.79,97.27,2.0,0.0,7.0,20.31,9.12,1.0,309.209264491,0.0,36.28,2.0,1.0,0.0
322,Olanzapine,solid,N05AH,N05A,N05,N,312.432,3.39,0.0942,-3.5,1.0,15.67,93.87,4.0,1.0,0.0,30.87,7.24,1.0,312.14086735,0.0,35.35,4.0,1.0,1.0
323,Atenolol,solid,C07CB,C07C,C07,C,266.3361,0.43,0.429,-2.8,1.0,14.08,73.51,1.0,3.0,8.0,84.58,9.67,1.0,266.16304258,0.0,29.98,4.0,1.0,1.0
324,Nitrofural,solid,B05CA,B05C,B05,B,198.1362,-0.14,0.268,-2.9,1.0,11.79,44.21,1.0,2.0,3.0,123.76,-2.0,1.0,198.0389047,0.0,16.97,4.0,0.0,1.0
325,Pimecrolimus,solid,D11AH,D11A,D11,D,810.46,6.81,0.00152,-5.7,0.0,9.96,214.03,4.0,2.0,6.0,158.13,-2.9,0.0,809.4480897,1.0,87.79,10.0,0.0,0.0
326,Omeprazole,solid,A02BC,A02B,A02,A,345.416,2.43,0.359,-3.0,1.0,9.29,93.66,3.0,1.0,5.0,77.1,4.77,1.0,345.114712179,0.0,37.45,5.0,0.0,1.0
327,Pyrazinamide,solid,J04AK,J04A,J04,J,123.1127,-1.2,93.7,-0.12,1.0,13.06,30.45,1.0,1.0,1.0,68.87,-0.55,0.0,123.043261797,0.0,11.13,3.0,0.0,1.0
328,Metixene,liquid,N04AA,N04A,N04,N,309.468,5.06,0.000102,-6.5,1.0,,97.17,4.0,0.0,2.0,3.24,9.34,1.0,309.155120431,0.0,35.65,1.0,1.0,0.0
329,Cetirizine,solid,S01GX,S01G,S01,S,388.888,0.87,0.0658,-3.8,1.0,3.59,106.87,3.0,1.0,8.0,53.01,7.42,1.0,388.155370383,1.0,41.84,5.0,0.0,1.0
330,Terfenadine,solid,R06AX,R06A,R06,R,471.6734,6.48,0.000458,-6.0,1.0,13.2,146.27,4.0,2.0,9.0,43.7,9.02,0.0,471.313729561,1.0,56.45,3.0,1.0,0.0
331,Diltiazem,solid,C08DB,C08D,C08,C,414.518,2.73,465.0,,1.0,12.86,114.37,3.0,0.0,7.0,59.08,8.18,1.0,414.16132802,1.0,43.68,4.0,1.0,1.0
332,Protriptyline,solid,N06AA,N06A,N06,N,263.3767,4.5,0.000231,-6.1,1.0,,87.3,3.0,1.0,4.0,12.03,10.54,1.0,263.167399677,0.0,31.6,1.0,1.0,1.0
333,Aminohippuric acid,solid,V04CH,V04C,V04,V,194.1873,-1.0,3.13,-1.8,1.0,2.7,50.82,1.0,3.0,3.0,92.42,4.24,0.0,194.069142196,0.0,19.13,4.0,-1.0,1.0
334,Alfuzosin,solid,G04CA,G04C,G04,G,389.4488,1.19,0.282,-3.1,1.0,14.64,107.11,3.0,2.0,8.0,111.83,7.3,1.0,389.206304377,1.0,42.71,8.0,1.0,1.0
335,Trimethadione,solid,N03AC,N03A,N03,N,143.1406,0.5,212.0,0.17,1.0,,33.2,1.0,0.0,0.0,46.61,,0.0,143.058243159,0.0,13.59,2.0,0.0,1.0
336,Nitisinone,solid,A16AX,A16A,A16,A,329.2281,3.13,0.00811,-4.6,1.0,7.44,71.34,2.0,0.0,4.0,94.35,-7.3,1.0,329.05110705,0.0,26.76,5.0,0.0,1.0
337,Clobazam,solid,N05BA,N05B,N05,N,300.74,2.55,0.164,-3.3,1.0,5.82,80.3,3.0,0.0,1.0,40.62,-6.7,1.0,300.066555377,0.0,30.07,2.0,-1.0,1.0
338,Minoxidil,solid,D11AX,D11A,D11,D,209.2483,0.00079,19.9,-1.0,1.0,17.62,60.42,2.0,2.0,1.0,95.11,1.69,1.0,209.127660127,0.0,21.97,5.0,0.0,1.0
339,Megestrol acetate,solid,G03FB,G03F,G03,G,384.516,3.72,0.00336,-5.1,1.0,17.83,108.66,4.0,0.0,3.0,60.44,-4.9,1.0,384.23005951,0.0,43.51,3.0,0.0,1.0
340,Tioguanine,solid,L01BB,L01B,L01,L,167.192,-0.35,0.834,-2.3,1.0,10.81,46.89,2.0,3.0,0.0,79.09,4.54,0.0,167.026565875,0.0,15.65,4.0,0.0,1.0
341,Methylergometrine,solid,G02AC,G02A,G02,G,339.4314,1.59,0.204,-3.2,1.0,15.0,99.58,4.0,3.0,4.0,68.36,7.93,1.0,339.194677059,0.0,38.73,3.0,1.0,1.0
342,Buclizine,liquid,R06AE,R06A,R06,R,433.028,7.42,0.000246,-6.2,1.0,,133.02,4.0,0.0,6.0,6.48,7.6,0.0,432.233226773,1.0,50.94,2.0,1.0,0.0
343,Aztreonam,solid,J01DF,J01D,J01,J,435.433,-3.1,0.0429,-4.1,1.0,-1.5,102.09,2.0,3.0,6.0,206.03,3.91,0.0,435.051853925,0.0,39.95,10.0,-2.0,1.0
344,Chlorzoxazone,solid,M03BB,M03B,M03,M,169.565,1.94,2.96,-1.8,1.0,9.39,41.07,2.0,1.0,0.0,38.33,-2.2,0.0,168.993056084,0.0,14.94,2.0,0.0,1.0
345,Aminoglutethimide,solid,L02BG,L02B,L02,L,232.2783,1.3,0.371,-2.8,1.0,11.69,65.35,2.0,2.0,2.0,72.19,4.28,1.0,232.121177766,0.0,24.69,3.0,0.0,1.0
346,Mefloquine,solid,P01BF,P01B,P01,P,378.3122,4.11,0.038,-4.0,1.0,13.79,82.58,3.0,2.0,4.0,45.15,9.46,1.0,378.116682374,0.0,31.73,3.0,1.0,1.0
347,Sulfadiazine,solid,J01EE,J01E,J01,J,250.277,0.39,0.601,-2.6,1.0,6.99,64.2,2.0,2.0,2.0,97.97,2.01,1.0,250.052446274,0.0,24.34,5.0,-1.0,1.0
348,Sapropterin,solid,A16AX,A16A,A16,A,241.2471,-2.3,2.03,-2.1,1.0,7.82,68.63,2.0,6.0,2.0,132.0,0.82,0.0,241.117489371,0.0,23.61,7.0,0.0,0.0
349,Vinorelbine,solid,L01CA,L01C,L01,L,778.947,4.65,0.0122,-4.8,1.0,10.87,216.99,9.0,2.0,10.0,133.87,8.66,0.0,778.394164715,1.0,84.31,8.0,2.0,0.0
350,Anidulafungin,solid,J02AX,J02A,J02,J,1140.2369,-1.5,0.0564,-4.3,0.0,9.46,292.29,7.0,14.0,14.0,377.42,-3.5,0.0,1139.506293945,1.0,122.78,17.0,0.0,0.0
351,Clozapine,solid,N05AH,N05A,N05,N,326.823,3.4,0.186,-3.2,1.0,15.9,97.36,4.0,1.0,0.0,30.87,7.35,1.0,326.129824335,0.0,35.75,4.0,1.0,1.0
352,Sucralfate,solid,A02BX,A02B,A02,A,1558.67,-5.9,0.774,-3.3,0.0,13.53,180.03,2.0,16.0,37.0,772.17,-3.0,0.0,1557.6045961,0.0,107.19,35.0,0.0,0.0
353,Grepafloxacin,solid,J01MA,J01M,J01,J,359.3947,0.068,0.632,-2.8,1.0,5.68,97.4,4.0,2.0,3.0,72.88,8.86,1.0,359.16451979,0.0,37.86,6.0,0.0,1.0
354,Doxylamine,liquid,R06AA,R06A,R06,R,270.3694,2.96,0.541,-2.7,1.0,,82.24,2.0,0.0,6.0,25.36,8.87,1.0,270.173213336,0.0,31.09,3.0,1.0,1.0
355,Levonorgestrel,solid,G03AB,G03A,G03,G,312.4458,3.66,0.00583,-4.7,1.0,17.91,92.03,4.0,1.0,1.0,37.3,-1.5,1.0,312.20893014,0.0,36.75,2.0,0.0,1.0
356,Norepinephrine,solid,C01CA,C01C,C01,C,169.1778,-0.68,12.5,-1.1,1.0,9.5,44.46,1.0,4.0,2.0,86.71,8.85,0.0,169.073893223,0.0,16.96,4.0,1.0,1.0
357,Cidofovir,solid,J05AB,J05A,J05,J,279.187,-2.4,11.5,-1.4,1.0,1.26,60.43,1.0,4.0,6.0,145.68,4.71,0.0,279.062021707,0.0,24.44,8.0,-1.0,1.0
358,Mirtazapine,solid,N06AX,N06A,N06,N,265.3529,3.21,1.1,-2.4,1.0,,82.66,4.0,0.0,0.0,19.37,6.67,1.0,265.157897623,0.0,30.4,3.0,0.0,1.0
359,Meprobamate,solid,N05BC,N05B,N05,N,218.2502,0.93,2.47,-2.0,1.0,15.17,53.04,0.0,2.0,8.0,104.64,,1.0,218.126657074,0.0,22.65,2.0,0.0,1.0
360,Thiethylperazine,liquid,R06AD,R06A,R06,R,399.616,4.66,0.00487,-4.9,1.0,,122.56,4.0,0.0,6.0,9.72,8.0,1.0,399.180289323,1.0,46.53,3.0,1.0,1.0
361,Timolol,solid,C07AA,C07A,C07,C,316.42,1.34,0.269,-3.1,1.0,14.08,83.92,2.0,2.0,7.0,79.74,9.76,1.0,316.156911344,0.0,33.86,7.0,1.0,1.0
362,Treprostinil,solid,B01AC,B01A,B01,B,390.5131,4.0,0.00731,-4.7,1.0,3.76,108.0,3.0,3.0,10.0,86.99,-1.3,1.0,390.240624198,1.0,45.75,5.0,-1.0,1.0
364,Trihexyphenidyl,solid,N04AA,N04A,N04,N,301.4662,4.23,0.00314,-5.0,1.0,13.84,93.21,3.0,1.0,5.0,23.47,9.32,1.0,301.240564619,0.0,36.73,2.0,1.0,1.0
365,Palonosetron,solid,A04AA,A04A,A04,A,296.414,2.55,0.464,-2.8,1.0,,88.52,5.0,0.0,1.0,23.55,7.97,1.0,296.188863401,0.0,33.9,2.0,1.0,1.0
366,Dydrogesterone,solid,G03FA,G03F,G03,G,312.4458,3.79,0.00486,-4.8,1.0,19.4,93.82,4.0,0.0,1.0,34.14,-4.8,1.0,312.20893014,0.0,36.39,2.0,0.0,1.0
367,Mexiletine,solid,C01BB,C01B,C01,C,179.2588,2.46,0.538,-2.5,1.0,,54.97,1.0,1.0,3.0,35.25,9.52,1.0,179.131014171,0.0,21.17,2.0,1.0,1.0
368,Dexrazoxane,solid,V03AF,V03A,V03,V,268.2691,-2.7,10.4,-1.4,1.0,11.2,64.25,2.0,2.0,3.0,98.82,3.2,0.0,268.11715502,0.0,26.12,6.0,0.0,1.0
369,Amlodipine,solid,C09XA,C09X,C09,C,408.876,1.64,0.0074,-4.7,1.0,19.12,108.64,2.0,2.0,10.0,99.88,9.45,1.0,408.145199627,0.0,42.31,5.0,1.0,1.0
370,Tacrine,solid,N06DA,N06D,N06,N,198.2637,2.63,0.136,-3.2,1.0,,61.74,3.0,1.0,0.0,38.91,8.95,1.0,198.115698458,0.0,22.79,2.0,1.0,1.0
371,Oxyphencyclimine,solid,A03AA,A03A,A03,A,344.4479,2.62,0.0567,-3.8,1.0,11.54,97.13,3.0,1.0,6.0,62.13,9.27,1.0,344.209992772,1.0,38.33,4.0,1.0,1.0
372,Triamterene,solid,C03DB,C03D,C03,C,253.2626,1.11,0.963,-2.4,1.0,15.88,75.13,3.0,3.0,1.0,129.62,1.86,1.0,253.107593387,0.0,25.9,7.0,0.0,1.0
373,Valrubicin,solid,L01DB,L01D,L01,L,723.651,4.49,0.0325,-4.4,0.0,8.0,168.03,5.0,5.0,12.0,215.22,-3.4,0.0,723.213874712,1.0,69.2,12.0,0.0,0.0
374,Procyclidine,solid,N04AA,N04A,N04,N,287.4397,3.79,0.00984,-4.5,1.0,13.84,88.6,3.0,1.0,5.0,23.47,9.45,1.0,287.224914555,0.0,34.43,2.0,1.0,1.0
375,Phenylephrine,solid,S01FB,S01F,S01,S,167.205,-0.07,22.0,-0.88,1.0,9.07,47.25,1.0,3.0,3.0,52.49,9.69,1.0,167.094628665,0.0,18.2,3.0,1.0,1.0
376,Carbimazole,solid,H03BB,H03B,H03,H,186.232,1.35,3.14,-1.8,1.0,,49.17,1.0,0.0,2.0,32.78,,1.0,186.046298264,0.0,18.71,1.0,0.0,1.0
377,Digoxin,solid,C01AA,C01A,C01,C,780.9385,2.37,0.127,-3.8,0.0,7.15,193.23,8.0,6.0,7.0,203.06,-3.0,0.0,780.429606756,1.0,84.8,13.0,-1.0,0.0
378,Sulpiride,solid,N05AL,N05A,N05,N,341.426,0.22,0.537,-2.8,1.0,10.24,88.63,2.0,2.0,6.0,101.73,8.39,1.0,341.140926929,0.0,36.18,5.0,1.0,1.0
379,Profenamine,solid,N04AA,N04A,N04,N,312.472,5.0,0.00524,-4.8,1.0,,98.0,3.0,0.0,5.0,6.48,9.6,1.0,312.166019468,0.0,36.34,2.0,1.0,0.0
380,Nimodipine,solid,C08CA,C08C,C08,C,418.4403,2.54,0.012,-4.5,1.0,16.96,111.37,2.0,1.0,10.0,117.0,-4.1,1.0,418.174001196,0.0,43.07,6.0,0.0,1.0
381,Beclomethasone dipropionate,solid,D07CC,D07C,D07,D,521.042,4.43,0.00208,-5.4,1.0,13.85,134.79,4.0,1.0,8.0,106.97,-3.3,0.0,520.222781245,1.0,54.46,5.0,0.0,0.0
382,Carisoprodol,solid,M03BA,M03B,M03,M,260.33,1.92,0.792,-2.5,1.0,15.06,67.1,0.0,2.0,9.0,90.65,,1.0,260.173607266,0.0,28.77,2.0,0.0,1.0
383,Progesterone,solid,G03FA,G03F,G03,G,314.4617,4.15,0.00546,-4.8,1.0,18.47,92.71,4.0,0.0,1.0,34.14,-4.8,1.0,314.224580204,0.0,37.26,2.0,0.0,1.0
384,Phenylpropanolamine,solid,R01BA,R01B,R01,R,151.209,0.89,20.6,-0.87,1.0,13.9,44.91,1.0,2.0,2.0,46.25,9.37,0.0,151.099714043,0.0,17.0,2.0,1.0,1.0
385,Sorafenib,solid,L01EX,L01E,L01,L,464.825,4.34,0.00171,-5.4,1.0,11.55,114.52,3.0,3.0,6.0,92.35,3.03,1.0,464.08630272,1.0,41.33,3.0,0.0,1.0
386,Zoledronic acid,solid,M05BB,M05B,M05,M,272.0896,-3.9,3.27,-1.9,1.0,0.66,52.16,1.0,5.0,4.0,153.11,6.67,0.0,271.996323708,0.0,20.1,8.0,-3.0,1.0
387,Griseofulvin,solid,D01BA,D01B,D01,D,352.766,2.17,0.0504,-3.8,1.0,19.62,87.85,3.0,0.0,3.0,71.06,-4.3,1.0,352.071365983,0.0,34.25,6.0,0.0,1.0
388,Nisoldipine,solid,C08CA,C08C,C08,C,388.4144,3.06,0.00577,-4.8,1.0,16.94,104.9,2.0,1.0,8.0,107.77,-6.6,1.0,388.16343651,0.0,39.7,5.0,0.0,1.0
389,Eszopiclone,solid,N05CF,N05C,N05,N,388.808,0.52,0.885,-2.6,1.0,8.04,95.89,4.0,0.0,3.0,91.76,6.86,1.0,388.105066147,0.0,37.82,6.0,0.0,1.0
390,Ceruletide,solid,V04CC,V04C,V04,V,1352.405,-5.2,0.0116,-5.1,0.0,-2.0,325.74,5.0,17.0,38.0,551.4,,0.0,1351.448537843,1.0,130.33,20.0,-3.0,0.0
391,Alprazolam,solid,N05BA,N05B,N05,N,308.765,3.02,0.0324,-4.0,1.0,18.2,98.88,4.0,0.0,1.0,43.07,5.01,1.0,308.082874143,0.0,32.22,3.0,0.0,1.0
392,Dexbrompheniramine,solid,R06AB,R06A,R06,R,319.239,3.75,0.0127,-4.4,1.0,,83.67,2.0,0.0,5.0,16.13,9.48,1.0,318.073161265,0.0,31.84,2.0,1.0,1.0
393,Gentian violet cation,solid,G01AX,G01A,G01,G,372.5258,1.4,0.00193,-5.3,1.0,,146.0,3.0,0.0,4.0,9.49,4.83,0.0,372.243972975,0.0,45.6,2.0,1.0,1.0
395,Loxapine,solid,N05AH,N05A,N05,N,327.808,3.46,0.103,-3.5,1.0,,95.11,4.0,0.0,0.0,28.07,7.18,1.0,327.11383992,0.0,34.99,3.0,1.0,1.0
396,Remoxipride,solid,N05AL,N05A,N05,N,371.269,2.34,0.127,-3.5,1.0,13.06,90.56,2.0,1.0,6.0,50.8,8.4,1.0,370.089205259,0.0,36.25,4.0,1.0,1.0
397,Mupirocin,solid,R01AX,R01A,R01,R,500.6222,2.45,0.0265,-4.3,0.0,4.83,129.39,2.0,4.0,17.0,146.05,-2.7,0.0,500.298533006,0.0,55.82,8.0,-1.0,0.0
